고객ID,이탈여부,총 매출액,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매 카테고리 수,거주지역,성별,고객 나이대,거래기간,할인민감여부,멤버쉽 프로그램 가입전 만족도,멤버쉽 프로그램 가입후 만족도,Recency,Frequency,Monetary,상품 만족도,매장 만족도,서비스 만족도,상품 품질,상품 다양성,가격 적절성,상품 진열 위치,상품 설명 표시,매장 청결성,공간 편의성,시야 확보성,음향 적절성,안내 표지판 설명,친절성,신속성,책임성,정확성,전문성,D1,D2,D3
922,0,2648330,19,139386,15,327045,1,4,0,5,5,0,5,936,0,5,6,7,3,2,4,5,7,5,6,5,4,5,4,5,6,5,4,5,4,5,5,5,0,0,1
923,0,12815010,27,474630,11,330035,1,4,1,7,7,1,7,1066,0,2,3,7,4,6,4,4,6,6,5,5,6,6,6,5,5,6,6,5,5,6,5,5,0,0,1
924,0,3254100,11,295827,30,381000,1,4,1,5,5,1,3,1053,0,6,6,7,3,3,4,6,7,6,5,5,6,5,5,6,5,6,5,4,5,6,5,5,0,0,1
925,0,4224300,10,422430,20,347200,2,4,1,2,2,1,3,679,0,5,5,6,3,4,5,5,6,7,5,6,7,6,7,6,5,6,7,6,7,6,5,6,0,0,1
926,0,3064550,11,278595,6,186795,2,4,0,3,3,1,4,1053,0,4,5,7,3,3,3,6,6,3,5,5,6,5,4,6,5,6,4,3,5,4,3,4,0,0,1
927,1,2754200,7,393457,19,366295,2,1,0,3,3,1,6,393,0,2,3,1,2,2,2,5,4,6,6,5,6,5,6,6,6,5,6,6,5,6,5,6,0,0,0
928,0,2756790,25,110272,4,58700,1,4,0,5,5,1,4,1085,0,5,6,7,4,2,6,5,7,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,0,0,1
929,0,6937700,63,110122,28,376650,1,2,0,7,7,1,7,1029,0,3,6,7,6,5,5,6,7,5,6,5,4,5,4,5,6,5,4,5,4,5,5,5,1,0,0
930,0,3533000,11,321182,17,365645,1,1,1,6,6,1,5,1045,0,4,4,7,3,3,5,5,6,6,5,5,6,7,6,7,7,6,6,6,6,5,6,6,0,0,0
931,0,4437950,21,211331,16,365150,2,4,0,4,4,1,5,1084,0,6,6,7,4,4,7,6,7,7,7,6,.,.,6,7,6,5,6,6,5,5,6,6,0,0,1
932,0,2293000,16,143313,18,340450,1,4,0,6,6,0,7,1060,0,5,6,7,3,1,6,5,7,5,5,5,6,5,5,5,6,5,5,4,4,5,4,4,0,0,1
933,0,6096370,55,110843,6,187045,1,2,1,6,6,1,2,1083,0,6,6,7,5,5,6,6,7,6,5,5,5,6,6,5,5,5,5,5,6,5,5,5,1,0,0
934,0,14461890,22,657359,26,366345,1,3,1,6,6,1,3,831,0,4,5,7,4,7,3,4,6,5,5,6,6,.,5,4,6,5,5,5,6,6,5,6,0,1,0
935,0,26856330,67,400841,30,380750,1,2,0,6,6,1,4,1078,1,6,6,7,6,7,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,1,0,0
936,0,4375500,12,364625,19,365850,2,1,1,4,4,1,1,1050,0,5,7,7,3,4,4,3,3,7,6,6,7,.,5,6,6,7,6,4,4,6,6,6,0,0,0
937,0,5272180,27,195266,27,358145,1,2,0,6,6,1,6,1050,0,5,7,7,4,4,7,5,7,6,4,5,5,6,4,6,5,5,4,5,4,3,4,4,1,0,0
938,0,10773140,5,2154628,22,351245,1,3,0,5,5,1,3,1006,0,4,6,7,1,6,2,4,2,5,5,6,5,5,6,5,5,6,6,4,5,4,4,5,0,1,0
939,0,8652880,32,270403,23,379400,1,4,0,6,6,0,7,1060,0,2,7,7,5,6,1,3,5,6,5,6,5,5,6,5,6,6,5,5,4,5,4,5,0,0,1
940,0,6417890,31,207029,24,360945,1,2,0,7,7,1,4,1054,0,7,7,7,5,5,7,6,7,4,5,6,5,5,5,4,5,5,5,5,5,4,5,5,1,0,0
941,0,40089630,114,351663,12,323900,1,2,0,7,7,1,4,1087,1,7,7,7,7,7,7,7,7,6,6,6,7,7,6,5,5,6,5,5,4,5,5,5,1,0,0
942,0,5883740,20,294187,21,347250,2,4,0,3,3,1,4,1086,0,3,7,7,4,5,2,3,5,6,7,6,6,.,7,7,6,6,6,5,3,6,6,6,0,0,1
943,0,4366920,18,242607,19,387400,1,4,1,6,6,1,3,1069,1,2,5,7,3,4,3,4,5,6,5,5,6,5,4,5,5,5,4,5,4,5,5,5,0,0,1
944,1,3258650,10,325865,13,324295,1,4,1,6,6,1,8,601,0,5,7,1,3,3,4,5,7,7,6,6,5,6,6,6,6,7,6,6,5,6,6,6,0,0,1
945,0,6136740,21,292226,20,347200,1,4,0,6,6,1,1,1036,0,5,4,7,4,5,6,5,7,6,7,6,6,7,6,7,6,7,6,6,7,6,6,6,0,0,1
946,0,12435730,15,829049,24,360445,1,3,1,5,5,1,6,1067,0,4,5,7,3,6,5,4,6,4,6,5,4,6,6,4,5,4,6,5,4,5,6,5,0,1,0
947,0,18224960,32,569530,15,325100,1,3,1,5,5,1,7,1076,1,6,6,7,5,7,7,6,6,7,6,5,6,6,5,7,6,7,6,5,5,6,6,6,0,1,0
948,0,3999020,14,285644,20,348545,1,4,0,6,6,1,5,1010,0,6,6,7,3,3,5,6,6,5,6,6,6,5,6,5,6,5,6,6,6,7,6,6,0,0,1
949,0,7388560,80,92357,5,131845,1,2,0,6,6,1,5,963,0,6,6,6,6,5,7,7,6,6,7,6,6,6,7,6,6,6,7,7,6,7,6,6,1,0,0
950,1,4495380,13,345798,26,366095,1,4,1,6,6,1,6,550,1,3,7,1,3,4,2,5,6,6,5,4,5,6,7,6,6,6,6,4,5,5,6,5,0,0,1
951,0,2669670,19,140509,1,7150,1,4,0,5,5,0,4,1080,0,5,5,7,3,2,6,5,6,6,6,6,7,6,7,6,6,7,6,5,6,5,6,6,0,0,1
952,0,2819500,14,201393,21,348445,2,4,0,4,4,0,3,1045,0,6,6,7,3,2,5,6,6,6,5,6,6,6,6,6,7,6,5,6,7,6,6,6,0,0,1
953,0,2851150,32,89098,26,365845,1,2,0,5,5,1,6,780,0,2,3,3,5,2,3,4,4,7,6,6,6,5,6,6,7,7,7,5,5,6,6,6,1,0,0
954,0,4793660,4,1198415,4,59645,1,3,0,5,5,1,4,1049,0,4,5,7,1,4,5,4,3,7,6,6,5,5,5,7,6,5,5,6,5,6,6,6,0,1,0
955,0,4723970,15,314931,5,131845,1,4,0,6,6,1,5,1081,0,3,5,7,3,4,5,3,5,6,6,6,.,.,5,6,6,6,5,6,5,7,6,6,0,0,1
956,0,27573710,37,745235,1,5445,1,3,0,5,5,1,5,972,0,2,7,7,5,7,2,5,6,7,7,6,6,6,6,7,6,6,6,4,4,6,6,6,0,1,0
957,0,5245860,29,180892,1,4000,1,2,1,5,5,0,4,1091,0,3,4,7,4,4,5,5,4,6,5,5,6,6,7,7,6,7,6,6,6,7,7,6,1,0,0
958,0,2276010,8,284501,3,44195,2,4,1,4,4,1,2,791,1,5,6,4,2,1,4,2,3,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,0,0,1
959,1,3398770,17,199928,22,350495,2,4,1,4,4,1,2,367,0,2,3,1,3,3,2,5,4,7,7,7,7,.,6,7,7,7,7,5,7,7,6,7,0,0,1
960,1,5294230,24,220593,14,334295,1,2,0,6,6,1,2,364,0,6,6,1,4,4,5,4,7,6,6,7,5,6,6,6,5,6,5,5,6,6,6,6,1,0,0
961,0,16855820,83,203082,14,333600,1,2,1,6,6,1,9,1058,0,5,5,7,6,7,5,6,7,7,6,6,7,6,7,6,6,6,7,6,5,6,5,5,1,0,0
962,0,6160970,14,440069,19,365600,1,4,0,5,5,0,7,1088,0,6,7,7,3,5,7,6,6,6,6,7,7,6,7,7,7,6,7,5,5,4,5,5,0,0,1
963,0,3786430,11,344221,3,42250,1,4,0,6,6,0,3,1025,0,5,6,7,3,3,4,5,5,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,0,0,1
964,0,4590710,10,459071,23,380145,1,1,0,6,6,1,3,1013,0,7,7,7,3,4,5,2,2,5,7,6,6,7,6,7,6,6,7,5,7,6,6,6,0,0,0
965,0,2370550,20,118528,14,333850,1,4,0,5,5,1,4,1028,0,3,5,7,4,1,4,7,5,6,5,7,.,.,6,6,5,6,5,6,7,6,6,6,0,0,1
966,0,5514290,15,367619,17,365145,1,4,1,5,5,1,3,1065,0,6,6,7,3,5,5,6,6,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,0,0,1
967,1,3918840,7,559834,24,360195,1,3,1,6,6,1,5,671,0,4,5,2,2,3,3,4,2,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,0,1,0
968,0,4821120,30,160704,30,380250,1,4,0,5,5,1,4,1078,0,4,7,7,5,4,3,6,6,5,5,6,5,5,6,5,5,5,5,4,4,4,5,5,0,0,1
969,0,3880860,8,485108,17,363950,1,1,1,5,5,1,6,992,0,5,5,7,2,3,1,2,4,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,0,0,0
970,0,3144700,11,285882,28,377845,1,4,1,6,6,1,4,876,0,5,5,5,3,3,5,5,3,7,6,6,7,6,7,6,6,6,7,6,5,6,5,5,0,0,1
971,0,4980240,10,498024,12,303945,2,4,0,3,3,0,3,969,0,7,7,6,3,4,7,7,7,6,6,6,7,6,7,6,6,7,6,5,6,5,6,6,0,0,1
972,0,3468120,27,128449,22,350745,1,4,1,7,7,1,3,1004,0,5,3,7,4,3,6,5,7,6,6,6,6,6,6,6,5,7,6,6,5,6,6,6,0,0,1
973,0,5042080,19,265373,23,380595,1,4,0,6,6,0,6,1091,0,5,6,7,3,4,4,5,5,4,3,4,4,4,5,4,4,4,4,4,3,4,4,4,0,0,1
974,0,2388050,6,398008,1,7845,2,4,0,3,3,1,4,941,0,5,7,7,2,1,5,3,2,6,6,7,6,6,6,6,5,6,6,6,6,6,5,6,0,0,1
975,0,5589200,26,214969,27,356200,1,4,0,5,5,0,5,1049,0,3,6,7,4,5,5,4,5,6,4,4,6,6,4,6,4,7,7,5,6,7,5,6,0,0,1
976,0,5337630,21,254173,21,347695,1,4,1,6,6,1,2,1033,0,2,4,7,4,4,2,3,7,6,5,5,6,6,5,5,6,6,6,6,6,5,5,5,0,0,1
977,0,2628450,26,101094,10,304700,2,4,0,4,4,0,6,1051,0,2,3,7,4,2,4,4,6,6,5,5,6,6,6,5,5,6,6,5,5,6,5,5,0,0,1
978,0,3802030,9,422448,19,367195,1,4,0,5,5,0,6,1030,0,3,6,7,2,3,5,4,7,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,0,0,1
979,0,3297500,4,824375,13,325045,2,3,0,3,3,1,8,979,0,3,4,6,1,3,4,4,5,6,7,7,6,6,6,7,7,7,7,7,7,6,6,6,0,1,0
980,0,2711110,18,150617,1,5000,1,4,1,5,5,1,3,1054,0,6,6,7,3,2,5,6,6,4,5,5,4,5,4,4,5,5,4,5,6,5,5,5,0,0,1
981,0,3633000,15,242200,10,303450,2,4,1,4,4,1,3,881,0,5,7,5,3,3,7,5,7,6,4,5,5,6,4,6,5,5,4,5,4,3,4,4,0,0,1
982,0,3112030,19,163791,6,185100,1,4,1,6,6,1,7,1047,0,6,4,7,3,3,7,6,6,6,7,6,6,5,5,6,5,5,5,4,5,6,5,5,0,0,1
983,0,18001220,66,272746,4,59145,1,2,0,5,5,1,1,1074,1,5,6,7,6,7,7,7,6,6,6,6,7,.,5,6,6,7,6,4,4,6,6,6,1,0,0
984,0,3502270,8,437784,11,297145,2,4,1,3,3,1,5,1045,0,6,6,7,2,3,3,4,2,6,5,5,6,6,7,7,6,7,6,6,6,7,7,6,0,0,1
985,0,3082550,16,192659,19,365350,2,4,0,4,4,1,6,1093,0,2,6,7,3,3,2,4,5,6,6,7,6,6,5,6,6,6,6,5,5,6,5,5,0,0,1
986,0,5358350,16,334897,26,364650,1,4,1,6,6,1,1,1023,0,3,6,7,3,4,2,4,5,6,6,7,5,6,6,6,5,6,5,5,6,6,6,6,0,0,1
987,0,7879000,35,225114,14,333850,1,2,1,7,7,1,4,1065,0,4,6,7,5,5,5,4,5,6,7,6,7,6,7,6,7,6,6,4,5,6,6,6,1,0,0
988,0,10161810,24,423409,11,297395,1,4,0,6,6,1,6,1045,0,5,7,7,4,6,4,5,7,7,6,5,.,.,7,6,5,6,7,6,6,5,6,6,0,0,1
989,0,7408030,29,255449,7,210445,1,2,0,7,7,1,6,1083,0,5,6,7,4,5,7,7,7,6,5,6,6,5,5,5,7,5,5,5,6,6,6,5,1,0,0
990,0,2540870,15,169391,23,379950,2,4,1,3,3,1,9,924,0,5,6,7,3,2,6,5,5,5,6,6,6,6,6,5,5,6,5,6,6,5,5,5,0,0,1
991,0,8735320,33,264707,25,358245,1,2,0,5,5,1,3,1051,0,4,4,7,5,6,5,4,6,6,7,7,6,6,7,7,6,5,6,7,6,6,6,6,1,0,0
992,0,9302490,40,232562,10,304450,1,2,1,6,6,1,7,1086,0,5,5,7,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0
993,0,5811610,20,290581,12,304445,1,4,0,6,6,1,2,1082,0,3,3,7,4,5,4,5,6,7,6,6,7,6,5,6,5,6,5,5,3,6,6,6,0,0,1
994,0,10963470,19,577025,20,348145,1,3,0,7,7,1,6,1064,0,5,6,7,3,6,4,5,4,7,6,6,6,6,7,6,7,6,7,4,5,7,7,6,0,1,0
995,0,12390390,20,619520,23,380395,1,3,0,7,7,1,6,1074,0,4,5,7,4,6,6,6,5,6,7,7,6,6,7,7,6,5,6,7,6,6,6,6,0,1,0
996,0,5135090,8,641886,3,44445,1,3,1,6,6,1,3,1051,1,6,6,7,2,4,4,2,2,6,6,5,6,6,6,6,7,6,7,6,6,6,6,6,0,1,0
997,0,10315690,49,210524,6,186545,1,2,0,6,6,0,6,1038,0,3,4,7,5,6,5,5,7,6,6,7,6,6,6,7,6,5,6,5,7,6,6,6,1,0,0
998,0,2741290,10,274129,8,260700,2,4,0,4,4,0,2,1092,1,4,5,7,3,2,3,5,5,7,6,7,6,.,5,6,6,6,5,6,4,5,6,5,0,0,1
999,0,11268990,15,751266,20,347700,1,3,0,5,5,1,6,1069,0,5,6,7,3,6,4,6,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,0,1,0
1000,0,3182880,23,138386,19,367045,1,4,0,5,5,1,8,1072,0,4,5,7,4,3,5,4,6,6,5,6,7,7,7,7,6,7,6,5,6,7,6,6,0,0,1
